"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","556","14'352'778"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","41","2'169'528"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","65","3'008'393"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","112","5'973'425"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","86","4'637'867"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Sweden","16","626'005"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","2'050","104'201'856"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","73","1'913'170"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Spain","25","1'345'458"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Spain","83","4'489'310"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Spain","38","1'678'149"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","7'649","408'035'116"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","7'156","380'303'957"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Slovakia","20","1'031'254"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","97","5'307'622"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","1'219","64'877'737"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Singapore","71","3'422'478"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","1'228","60'023'580"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","394","12'983'304"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Russia","1'671","91'353'496"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Romania","47","1'540'996"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Romania","13","718'820"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Romania","36","1'974'752"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Romania","11","504'746"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Poland","240","12'825'353"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","749","20'414'319"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Philippines","168","9'059'822"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Philippines","87","4'729'105"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","18'642","160'283'669"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","220","11'747'262"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Panama","65","2'473'955"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","168","8'983'040"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","228","11'417'584"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'292","13'012'854"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","17","621'268"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","1'100","49'534'418"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","1'980","40'715'015"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Mexico","1'054","56'426'291"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Mexico","703","38'310'701"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Mexico","274","7'712'282"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","658","32'952'815"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","2'311","114'899'851"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Malaysia","89","4'244'197"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","706","32'599'508"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","44","2'385'727"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Latvia","11","590'642"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Kyrgyzstan","12","664'707"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","85","4'558'007"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Kazakhstan","3'830","204'881'495"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Kazakhstan","4'948","262'031'125"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","772","41'175'409"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Japan","362","19'658'692"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","395","21'485'758"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Italy","283","15'492'883"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Italy","580","22'765'122"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Ireland","10","555'520"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","50","2'773'684"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","642","34'435'777"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","3'273","173'422'923"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Hong Kong","40","2'037'877"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","352","16'630'244"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guiana, French","18","992'914"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","6'813","309'981'940"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Germany","0","133"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","868","46'868'555"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Germany","625","34'121'769"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Germany","1'562","49'925'716"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","283","6'590'405"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","1","54'671"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","France","17","704'864"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","397","19'339'389"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","1'151","62'506'896"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","3'864","207'856'514"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","764","29'708'325"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","4'778","60'116'000"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","3'183","110'801'896"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","226","10'820'595"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","238","12'999'783"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","China","25","1'378'763"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","14'655","63'843'774"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","3'884","139'985'174"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","6'252","333'676'169"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Canada","2'762","150'082'470"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Canada","300","11'648'932"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","4'539","198'905'788"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","1'124","44'279'763"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Brazil","872","46'389'954"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Brazil","113","6'204'435"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","225","12'235'626"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","75","4'086'009"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","754","17'411'856"
"IMP","2022","10_October","7108.1200","914","less than 99.5% of gold","Austria","63","2'422'395"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","9'472","24'230'794"
"IMP","2022","10_October","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","6'136","333'572'601"
"IMP","2022","10_October","7108.1200","913","at least 99.5% of gold, for other uses","Australia","1'534","82'385'694"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","8'941","47'943'591"
"IMP","2022","10_October","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","94'040","1'846'314'127"
